distance_from_stop	ck-1a	upf1	set-1	prd-1	pabp-2	set-2	wc-2	frq	csp-1	pkac-1	frh	NCU06565	cka	ckb-1	rco-1	nab2
600	0	0.5	10	45	246.5	7.5	81.5	174.5	3713	3.5	0.5	NA	NA	NA	NA	NA
601	0	1	10	51	244	7.5	92.5	176.5	3714.5	3.5	0.5	NA	NA	NA	NA	NA
602	0	1	10	52.5	244	7	93	189	3715	3.5	0.5	NA	NA	NA	NA	NA
603	0	1	10	52.5	243.5	7	102.5	189.5	3714.5	3.5	0.5	NA	NA	NA	NA	NA
604	0.5	1	10	53	243	7	105.5	194	3717	3.5	0.5	NA	NA	NA	NA	NA
605	0.5	1	10	57.5	243	7	108.5	197	3719.5	3	0.5	NA	NA	NA	NA	NA
606	0.5	1.5	10	58	243	7	110.5	198	3719.5	1.5	0.5	NA	NA	NA	NA	NA
607	0.5	1.5	11	58	242.5	7	110.5	205.5	3719	1.5	0.5	NA	NA	NA	NA	NA
608	0.5	1.5	10.5	58	240	7	111.5	211.5	3720	1.5	0.5	NA	NA	NA	NA	NA
609	0.5	1.5	10	58.5	236	7	111.5	214.5	3721	1.5	0.5	NA	NA	NA	NA	NA
610	0.5	1.5	10	58.5	235.5	8	111.5	214.5	3721.5	1.5	0.5	NA	NA	NA	NA	NA
611	0.5	1.5	9.5	58.5	234	8	112	214.5	3721.5	1.5	0.5	NA	NA	NA	NA	NA
612	0.5	1.5	9.5	58.5	220.5	10.5	112.5	214.5	3721.5	1.5	0.5	NA	NA	NA	NA	NA
613	0.5	1.5	9.5	59	219	11	113	214.5	3721	1.5	0.5	NA	NA	NA	NA	NA
614	0.5	1.5	9.5	59	216.5	11	114.5	214.5	3720	1.5	0.5	NA	NA	NA	NA	NA
615	0.5	1.5	10	59.5	215	11	114.5	214.5	3718.5	1.5	0.5	NA	NA	NA	NA	NA
616	0.5	1.5	10	59.5	192.5	12	121.5	214.5	3717.5	1.5	0.5	NA	NA	NA	NA	NA
617	0.5	1.5	9.5	60.5	132.5	13	277.5	214.5	3711	1.5	NA	NA	NA	NA	NA	NA
618	0.5	1.5	9	60.5	127	13	283	215	3643	1.5	NA	NA	NA	NA	NA	NA
619	0.5	1.5	9.5	60.5	68.5	13	333.5	215.5	3278.5	1.5	NA	NA	NA	NA	NA	NA
620	0.5	1.5	9.5	62	62	13	340.5	215.5	3256	1.5	NA	NA	NA	NA	NA	NA
621	0.5	1.5	9.5	62	62	13	345.5	215.5	3110.5	1.5	NA	NA	NA	NA	NA	NA
622	0.5	1.5	9.5	62	61	13	352	215.5	3090	1.5	NA	NA	NA	NA	NA	NA
623	0.5	1.5	9.5	62	57	13.5	380.5	215.5	3010.5	1.5	NA	NA	NA	NA	NA	NA
624	0.5	1.5	9.5	62	8	13.5	383.5	215.5	3009.5	1.5	NA	NA	NA	NA	NA	NA
625	0.5	1.5	10	62.5	7	13.5	387	215.5	3009	1.5	NA	NA	NA	NA	NA	NA
626	0.5	1.5	10.5	62	4	13.5	388	216	3008	1.5	NA	NA	NA	NA	NA	NA
627	0.5	1.5	10.5	62	4.5	14	389.5	216	3003	1.5	NA	NA	NA	NA	NA	NA
628	0.5	1.5	11	62	4.5	14	390	216	2996.5	1.5	NA	NA	NA	NA	NA	NA
629	0.5	1.5	11	61.5	5	14	391.5	217	2996.5	1.5	NA	NA	NA	NA	NA	NA
630	0.5	1.5	11	61.5	5	14	392	217.5	2994	1.5	NA	NA	NA	NA	NA	NA
631	0.5	2	11.5	61.5	4	14	393.5	217.5	2968	1.5	NA	NA	NA	NA	NA	NA
632	0.5	2	11.5	61.5	2.5	14	394	218	2966	1.5	NA	NA	NA	NA	NA	NA
633	0.5	2	12	62.5	2.5	14	394	218	2965.5	1	NA	NA	NA	NA	NA	NA
634	0.5	2	12	62.5	2.5	14	396.5	218	2958.5	0	NA	NA	NA	NA	NA	NA
635	0.5	2	12	76.5	2.5	14	424	218	2958.5	NA	NA	NA	NA	NA	NA	NA
636	0.5	2	12	77	2.5	14	426	218.5	2955	NA	NA	NA	NA	NA	NA	NA
637	0.5	2	12	77	2.5	14	426.5	218.5	2929.5	NA	NA	NA	NA	NA	NA	NA
638	0.5	2	12	77.5	3	14	426.5	218.5	2929.5	NA	NA	NA	NA	NA	NA	NA
639	0.5	2	12.5	79.5	4	14	426.5	218.5	2927.5	NA	NA	NA	NA	NA	NA	NA
640	0.5	2	12.5	79.5	4	14	427	217	2913	NA	NA	NA	NA	NA	NA	NA
641	0.5	2	12	89.5	4	14	427	217	2911.5	NA	NA	NA	NA	NA	NA	NA
642	0.5	2	11.5	121	4.5	14	427	217	2909.5	NA	NA	NA	NA	NA	NA	NA
643	0.5	2	7.5	129.5	5	14	425	217	2875.5	NA	NA	NA	NA	NA	NA	NA
644	0.5	2	7.5	141	5	14	417.5	216.5	2796.5	NA	NA	NA	NA	NA	NA	NA
645	0.5	2	8	143	5	14	418.5	216.5	2794	NA	NA	NA	NA	NA	NA	NA
646	0.5	2	7	143.5	6	14	418.5	216.5	2729.5	NA	NA	NA	NA	NA	NA	NA
647	0.5	2	7	143.5	6	8.5	419	215.5	2728.5	NA	NA	NA	NA	NA	NA	NA
648	0.5	2	7	144	16.5	8.5	399	214	2727.5	NA	NA	NA	NA	NA	NA	NA
649	0.5	2	7	144	19.5	8.5	401.5	214	2725	NA	NA	NA	NA	NA	NA	NA
650	0.5	2	7.5	140	21	8.5	402	214	2721.5	NA	NA	NA	NA	NA	NA	NA
651	0.5	2	7.5	140	21	8.5	398	207	2652.5	NA	NA	NA	NA	NA	NA	NA
652	1	2	7.5	141	21	8.5	397	206	2435.5	NA	NA	NA	NA	NA	NA	NA
653	1	2	7.5	141	21	8.5	390.5	199	2420	NA	NA	NA	NA	NA	NA	NA
654	1	2	7.5	141.5	21	8.5	382	196.5	2377	NA	NA	NA	NA	NA	NA	NA
655	1	2.5	7.5	140	21	8.5	382.5	195.5	1794	NA	NA	NA	NA	NA	NA	NA
656	2	2.5	7.5	140	21	8.5	383	194	1750.5	NA	NA	NA	NA	NA	NA	NA
657	2	2.5	8.5	140	21	8.5	384	190.5	939.5	NA	NA	NA	NA	NA	NA	NA
658	2	2.5	8.5	140.5	21	8.5	382	178	871.5	NA	NA	NA	NA	NA	NA	NA
659	2	2.5	8.5	141	21	8.5	383	172	NA	NA	NA	NA	NA	NA	NA	NA
660	2	2.5	8.5	142	21	8.5	383	155.5	NA	NA	NA	NA	NA	NA	NA	NA
661	2	2.5	8.5	142.5	21	8.5	381	37	NA	NA	NA	NA	NA	NA	NA	NA
662	2	2.5	8.5	142.5	21	8.5	380.5	35.5	NA	NA	NA	NA	NA	NA	NA	NA
663	2	2.5	8.5	142	21	8.5	380	33	NA	NA	NA	NA	NA	NA	NA	NA
664	2	2.5	8.5	141.5	21	8.5	376.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
665	2	2	8.5	140	21	8.5	376	NA	NA	NA	NA	NA	NA	NA	NA	NA
666	2	2	8.5	136	21	8.5	376.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
667	2	2	8.5	136.5	21	8.5	376.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
668	2	2	8.5	137	21	8.5	376	NA	NA	NA	NA	NA	NA	NA	NA	NA
669	2	2	8.5	150.5	21	8.5	376	NA	NA	NA	NA	NA	NA	NA	NA	NA
670	2	2.5	8.5	138	21.5	8.5	376	NA	NA	NA	NA	NA	NA	NA	NA	NA
671	2	2.5	8	139	22.5	8.5	375	NA	NA	NA	NA	NA	NA	NA	NA	NA
672	2	2.5	8	201.5	22.5	8	374.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
673	2	2.5	8	202.5	22.5	8	374.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
674	10.5	2.5	8	208.5	22.5	8	371.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
675	11	2.5	8	213.5	22.5	8	371	NA	NA	NA	NA	NA	NA	NA	NA	NA
676	12	2.5	8	212.5	22.5	8	369.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
677	12.5	2	8	205	22.5	8	359	NA	NA	NA	NA	NA	NA	NA	NA	NA
678	17.5	2	8	206.5	22.5	8	359	NA	NA	NA	NA	NA	NA	NA	NA	NA
679	22.5	1.5	8	207	22.5	8	348.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
680	31	1.5	8	208.5	22.5	8	343	NA	NA	NA	NA	NA	NA	NA	NA	NA
681	40.5	1.5	8.5	205.5	22.5	8	342.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
682	42.5	1.5	8.5	207	22.5	8	342	NA	NA	NA	NA	NA	NA	NA	NA	NA
683	43.5	1.5	7.5	208.5	22.5	8	342	NA	NA	NA	NA	NA	NA	NA	NA	NA
684	45.5	1.5	8	209	22.5	8	342	NA	NA	NA	NA	NA	NA	NA	NA	NA
685	45.5	1.5	8	210	22.5	8	341	NA	NA	NA	NA	NA	NA	NA	NA	NA
686	46	1.5	8	211	22.5	6.5	342	NA	NA	NA	NA	NA	NA	NA	NA	NA
687	47	1.5	8	211	22.5	6.5	341.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
688	47	1.5	8	211	22.5	3	340.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
689	47	1.5	8	211	22.5	2.5	340	NA	NA	NA	NA	NA	NA	NA	NA	NA
690	47.5	1.5	9	212	22.5	2	339.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
691	48	1.5	9.5	212	22	2	337.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
692	50	1.5	9.5	212	22	0.5	327	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	51	1.5	10	211	22	0.5	162.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
694	51	1.5	11	212	22	0.5	155	NA	NA	NA	NA	NA	NA	NA	NA	NA
695	51.5	1.5	10.5	213	22	0.5	107	NA	NA	NA	NA	NA	NA	NA	NA	NA
696	51.5	1.5	11	211.5	21.5	0.5	105.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
697	51.5	2.5	12	211.5	21.5	0.5	98	NA	NA	NA	NA	NA	NA	NA	NA	NA
698	51.5	2.5	12.5	211	21.5	0.5	90	NA	NA	NA	NA	NA	NA	NA	NA	NA
699	52	2.5	12.5	211	21.5	0.5	63	NA	NA	NA	NA	NA	NA	NA	NA	NA
700	52	2.5	12.5	211	21.5	0.5	61	NA	NA	NA	NA	NA	NA	NA	NA	NA
701	52	2.5	12	210.5	21.5	0.5	59	NA	NA	NA	NA	NA	NA	NA	NA	NA
702	52	3	11.5	211	21.5	0.5	59	NA	NA	NA	NA	NA	NA	NA	NA	NA
703	52	3	11.5	211	21	0	59	NA	NA	NA	NA	NA	NA	NA	NA	NA
704	52	3	11	211.5	21	0	58.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
705	52	3	11	211.5	20	0	57.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
706	52	3	10.5	211.5	20	0	57.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
707	52	2.5	10.5	213.5	20	0	57.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
708	52	2.5	10.5	213.5	20	0	57.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
709	52	2.5	10.5	213	20	0	57	NA	NA	NA	NA	NA	NA	NA	NA	NA
710	52	2.5	11	212	20	0	51.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
711	52	2.5	11	198	20	0	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
712	52	2.5	11	198	19.5	0	22.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
713	52	2.5	11	197.5	19	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
714	52	2.5	11	197	19	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
715	52	2.5	11	195	18.5	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
716	52	2.5	11.5	194.5	18.5	0	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
717	52	2.5	11.5	185	18.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
718	52	2.5	12	150	18	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
719	52	2.5	12.5	141	17.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
720	52	2.5	12.5	129	15.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
721	52	2.5	12	129	15.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
722	52	2.5	12	129	15.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
723	52	2.5	12.5	129	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
724	52	2.5	13	128.5	3.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
725	52	2.5	13	129	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
726	52	2.5	12.5	129	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
727	52	2.5	12	129	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
728	51.5	2.5	12	129	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
729	51.5	2.5	12	129	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
730	51.5	2.5	12	126.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
731	51.5	2	11.5	125.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
732	50.5	2	11.5	125.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
733	50.5	2	11.5	125	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
734	50.5	2	12	125	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
735	50.5	2	12.5	125	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
736	50.5	2	12.5	124.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
737	50.5	2	12.5	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
738	50.5	2	12.5	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
739	50.5	2	12.5	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
740	50.5	2	13	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
741	50.5	2	13	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
742	50.5	2	13	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
743	50.5	2	13	124	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
744	50.5	2	12.5	122.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
745	50.5	2	12.5	94.5	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
746	50.5	1.5	12.5	94	1.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
747	50.5	1.5	12.5	91	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
748	50.5	1.5	12.5	17	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
749	50.5	1.5	12.5	13	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
750	41	1.5	12.5	10	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
751	40.5	1.5	12.5	6	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
752	39	1.5	12.5	6	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
753	38	1.5	12.5	8.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
754	33.5	1.5	12.5	9	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
755	29	1.5	12.5	9	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
756	15	1.5	12.5	9	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
757	5.5	1.5	12	8.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
758	4.5	1.5	12	8	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
759	3.5	1.5	11.5	8.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	3.5	1.5	11	8.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
761	3.5	1.5	11.5	8.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
762	3	1.5	11.5	9.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
763	2.5	1.5	11.5	10	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
764	2.5	1.5	11.5	10.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
765	2.5	1.5	11.5	11	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
766	2.5	1.5	10	11.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767	2.5	1.5	10	11.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
768	1	1.5	9	12.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
769	0	1.5	8.5	13.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
770	0	1.5	8.5	13.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
771	0	1.5	11	13.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
772	0	1.5	10.5	14	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
773	0	0.5	9.5	14	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
774	0	0.5	9.5	14	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	0	0	9.5	14	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	0	0	9.5	16.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
777	0	0	9.5	16.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
778	0	0	9.5	16	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
779	0	0	9.5	16	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
780	0	0	9.5	16.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
781	0	0	9.5	17	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
782	0	0	9.5	19.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
783	0	0	9	17.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
784	0	0	9	18.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
785	0	0	8.5	18.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
786	0	0	8.5	19	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
787	0	0	8.5	19	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	0	0	8.5	20	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
789	0	0	8.5	21	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
790	0	0	9.5	21.5	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	0	0	10	22.5	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
792	0	0	9.5	23	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
793	0	0	9.5	23	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794	0	0	9	23.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
795	0	0	9	24.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	0	0	9	24.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	0	0	9	25.5	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
798	0	0	8.5	25.5	0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
799	0	0	8	26.5	0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
800	0	0	7.5	27	0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	0	0	7.5	27.5	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
802	0	0	7.5	27.5	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
803	0	0	7.5	27.5	0	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
804	0	0	7.5	28.5	0	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
805	0	0	7.5	88.5	0	11.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
806	0	0	7.5	90.5	0	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
807	0	0	8	119.5	0	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
808	0	0	8	179.5	0	13.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
809	0	0	7.5	189.5	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
810	0	0	7	194.5	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
811	0	0	7	198	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
812	0	0	7	201.5	0	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
813	0	0	7	201.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
814	0	0	7	202.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
815	0	0	7	204.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
816	0	0	7	209	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
817	0	0	7	211.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
818	0	0	7	211.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
819	0	0	7	212.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
820	0	0	7	218	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
821	0	0	7.5	218.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
822	0	0	7.5	221.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
823	0	0	7.5	221.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
824	0	0	7.5	221.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
825	0	0	7.5	221.5	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
826	0	0	7.5	222	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
827	0	0	7.5	222	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
828	0	0	7.5	222	0	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
829	0	0	7.5	215	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
830	0	0	8	215	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
831	0	0	8	215	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
832	0	0	8	216	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
833	0	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
834	1	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
835	1	0	10	214.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
836	1	0	10	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
837	1	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
838	1	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
839	1	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
840	1.5	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
841	1.5	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
842	2	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
843	2	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
844	4.5	0	9.5	214	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
845	6	0	8.5	213	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
846	6.5	0	8.5	213.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
847	6.5	0	6	214	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
848	6.5	0	6	214	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
849	6.5	0	6	214	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
850	6.5	0	6	214	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
851	6.5	0	6	215	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
852	6.5	0	6	211.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
853	6.5	0	6	210.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
854	6.5	0	6	210.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
855	7.5	0	7	209	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
856	8	0	6.5	209.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
857	8	0	6.5	209.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
858	8.5	0	6.5	207	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
859	9	0	6	207	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
860	9	0	6	204.5	0	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
861	9	0	6	204	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
862	12	0	6.5	204	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
863	12	0	6.5	204	0	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
864	13	0	8.5	199.5	0	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
865	13	0	9.5	199.5	0	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
866	13	0	8.5	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
867	14	0	8.5	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
868	15	0	8.5	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
869	16.5	0	8.5	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
870	16.5	0	10.5	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
871	16.5	0	11	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
872	17.5	0	11	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
873	19	0	11	199.5	0	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
874	65.5	0	11	199.5	0	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
875	67	0	11	199	0	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
876	68.5	0	11	198.5	0	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
877	70.5	0	11	198.5	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
878	70.5	0	12.5	198.5	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
